"Vertical Scratchers","","facebook.com/verticalscratchers","","","","Los Angeles","CA",""
"Silent Diane","","https://www.facebook.com/pages/Silent-Diane/162232667132846?ref=br_tf","","","","Austin","TX",""
"Pure Bathing Culture","","facebook.com/purebathingculture","youtube.com/user/PureBathingCult","","","Portland","OR",""
"Psalm Zero","","","","","","New York","NY",""
"Bear Hands","","facebook.com/bearhandsband","youtube.com/bearhandsband","","","Brooklyn","NY",""
"Ghost Beach","","facebook.com/gh0stbeach","","","","New York","NY",""
"B. Dolan","","facebook.com/bdolansfr","http://www.youtube.com/user/strangefamousrecords","","","Providence","RI",""
"Perfect Pussy","","","","","","Syracuse","NY",""
"Flosstradamus","","https://www.facebook.com/flossstradamus","http://www.youtube.com/user/flosstradamus","","","Chicago","IL",""
"Mingo Fishtrap","","facebook.com/mingofishtrap","youtube.com/user/mingofishtrap","","","Austin","TX",""
"Ana Egge","anaegge.com/?page_id=8","","","sonicbids.com/band/AnaEgge","","Brooklyn","NY",""
"The Silver Palms","","facebook.com/TheSilverPalms","youtube.com/watch?v=wSRVFdVVF2A","","","Kingsland","GA",""
"Henry Krinkle","","facebook.com/henrykrinklemusic","","","","Wellington","FL",""
"Jameszoo","","https://nl-nl.facebook.com/Jameszoomitchel","http://www.youtube.com/watch?v=ns8K_RoSFDQ","","","'s-Hertogenbosch","","THE NETHERLANDS"
"HyunA","","","youtube.com/4minuteofficial","","","Seoul","","SOUTH KOREA"
"Chocolate Tiger","sonicbids.com","facebook.com/chocolate.tiger.band.tw#","","sonicbids.com/band/ChocolateTiger2","","Taipei","","TAIWAN"
"Weekend","","facebook.com/weekendtheband","","","","Oakland","CA",""
"OK SWEETHEART","oksweetheart.com","facebook.com/oksweetheart","youtube.com/user/oksweetheart","sonicbids.com/band/oksweetheart","","Seattle","WA",""
"Via Audio","viaaudio.net","facebook.com/viaaudio","youtube.com/viaaudiovideo","sonicbids.com/band/ViaAudio","","Brooklyn","NY",""
"Larry g(EE)","larry-gee.com","facebook.com/larrygeemusic","youtube.com/larrygeemusic","sonicbids.com/band/LarrygEE","","Dallas","TX",""
"Wave Racer","","facebook.com/waveracermusic","","","","Sydney","NSW","AUSTRALIA"
"SUNBEARS!","sunbearsmusic.com","facebook.com/sunbears","youtube.com/sunbearsmusic","sonicbids.com/band/sunbears1","","Jacksonville","FL",""
"Kiven","kivenmusic.com/one-sheet/","facebook.com/kivenmusic","youtube.com/kivenmusic","sonicbids.com/band/kivenmusic","","Los Angeles","CA",""
"Outernational","outernational.net","facebook.com/outernationalmusic","youtube.com/outernational","sonicbids.com/band/OuternationalMusic","","New York","NY",""
"Bobby Patterson","allmusic.com/artist/bobby-patterson-mn0000075779","","youtube.com/watch?v=elAS4nIZpLI","sonicbids.com/band/BobbyPatterson","","Austin","TX",""
"Trumpeter Swan","itunes.apple.com/us/album/the-magnitude-of-now/id697914300","facebook.com/trumpeterswan","youtube.com/bydesign88","sonicbids.com/band/TrumpeterSwan","","Brooklyn","NY",""
"Bent Denim","bentdenim.com","facebook.com/bentdenim","youtube.com/channel/UCYtcHeGs5upCGT9pzsD1wlw?feature=watch","sonicbids.com/band/BentDenim","","New Orleans","LA",""
"Wendy Colonna","reverbnation.com/wendycolonna","www.facebook.com/wendycolonnamusic","http://www.youtube.com/channel/UCWkORt546e97uITZIijAFtw","sonicbids.com/band/WendyColonna","","Austin","TX",""
"Friendly Savages","friendlysavages.com","facebook.com/friendlysavages","youtube.com/friendlysavages","sonicbids.com/band/FriendlySavages","","Austin","TX",""
"Songs of Water","songsofwater.com","facebook.com/songsofwater","youtube.com/songsofwater","sonicbids.com/band/SongsofWater","","Greensboro","NC",""
"Ex Hex","","","","","","Washington","DC",""
"Real Magic","","facebook.com/realmagicmusic","youtube.com/user/RealMagicMusic","","","Oakland","CA",""
"Night Riots","","facebook.com/nightriots","youtube.com/nightriots","","","San Luis Obispo","CA",""
"San Saba County","","facebook.com/pages/San-Saba-County/350297533733","youtube.com/watch?v=VQTq0_1EClY","","","Austin","TX",""
"The Carper Family","carperfamilyband.com","facebook.com/pages/The-Carper-Family/164367266932836","youtube.com/watch?v=P8FHyBgKBiM&list=PLHVM8lOTWHiA8n6y-LO4ARtBtFyuIaJvJ","sonicbids.com/band/TheCarperFamily","","Austin","TX",""
"John Mark Nelson","johnmarknelson.com","facebook.com/johnmarknelsonmusic","youtube.com/channel/UCNGQ83GzoRR_OROBYWQ2hcw/videos","sonicbids.com/band/JohnMarkNelson","","Minneapolis","MN",""
"Holychild","","www.facebook.com/holychildmusic","www.youtube.com/holychildmusic","","","Los Angeles","CA",""
"Gap Dream","","facebook.com/BRGR153","","","","Akron","OH",""
"Audacity","","facebook.com/audacityca","vimeo.com/78074928","","","Fullerton","CA",""
"O Conqueror","oconqueror.com","facebook.com/oconqueror","youtube.com/oconqueror","sonicbids.com/band/OConqueror","","Austin","TX",""
"Hot 8 Brass Band","hot8brassband.com","facebook.com/Hot8BrassBand","youtu.be/nsyK9_iaCoA","sonicbids.com/band/Hot8BrassBand","","New Orleans","LA",""
"She Sir","shesir.com","facebook.com/pages/She-Sir/360917473035?ref=sgm","youtube.com/watch?v=_hj-hoQtVFw","sonicbids.com/band/SheSir","","Austin","TX",""
"Andrew Duhon","andrewduhon.com","https://www.facebook.com/pages/Andrew-Duhon/13238699645","youtube.com/user/aduhon9","sonicbids.com/band/AndrewDuhon","","New Orleans","LA",""
"Beautiful Bodies","thebeautifulbodies.com","www.facebook.com/TheBeautifulBodies","http://www.youtube.com/TheBeautifulBodies","sonicbids.com/band/TheBeautifulBodies","","Kansas City","MO",""
"Mia Dyson","miadyson.com","www.facebook.com/miadyson","www.youtube.com/miadysonmusic","sonicbids.com/band/MiaDysonMusic","","Melbourne","VIC","AUSTRALIA"
"You Me & Apollo","","facebook.com/YouMeandApollo","youtube.com/youmeandapollo","","","Fort Collins","CO",""
"Sweet Da Kid","","","","","","Los Angeles","CA",""
"Collie Buddz","","facebook.com/colliebuddz","","","","Bermuda","","BERMUDA"
"Salaam Remi","","facebook.com/SalaamRemiPresents","youtube.com/salaamremivevo","","","Miami","FL",""
"Dan Ryan and The Generous Thieves","","facebook.com/dan.ryan.9803","","","","Los Angeles","CA",""
"Fuel","","https://www.facebook.com/fuelofficial","","","","Harrisburg","PA",""
"WOUNDS","","facebook.com/WOUNDSBAND","youtube.com/user/FUCKWOUNDS","","","Dublin","","IRELAND"
"Gorgon City","","facebook.com/gorgoncity","youtube.com/user/GorgonCityTv","","","London","","UK-ENGLAND"
"Elijah Ford & The Bloom","elijahfordmusic.com","facebook.com/ElijahFordMusic","youtube.com/elijahfordmusic","sonicbids.com/band/ElijahFordTheBloom","","Austin","TX",""
"Kraak & Smaak","","facebook.com/KraakAndSmaak","youtube.com/kraakensmaak","","","Amsterdam","","THE NETHERLANDS"
"The Lumiphonic Creature Choir","synarcade.com.au/lumiphonic.html","","youtube.com/user/Synarcade/videos","sonicbids.com/band/TheLumiphonicCreatureChoir","","Brooklyn","NY",""
"Carrie Elkin","www.carrieelkin.com","www.facebook.com/carrieelkin","http://www.youtube.com/watch?v=44LWZai_1Y0","sonicbids.com/band/CarrieElkin","","Austin","TX",""
"Dr. Rackle And The Sound Griots","livestream.com/directionofsky/video?clipId=pla_3fa93b92-c0ec-4e15-9b2a-320cfl4ec7c7","www.facebook.com/drrackle","","sonicbids.com/band/drrackleandthesoundgriots504","","New Orleans","LA",""
"Something Went Awry","soundcloud.com/somethingwentawry","www.facebook.com/WentAwry","www.youtube.com/channel/UC42qyry_-qqKg9_8O7xM42Q","sonicbids.com/band/SomethingWentAwry1","","Phoenix","AZ",""
"Bett Butler & Joël Dilley","dragonladyrecords.com","www.facebook.com/bettbutler.joeldilley","www.youtube.com/DragonLadyRecords","sonicbids.com/band/BettButler","","San Antonio","TX",""
"Bent Shapes","bentshapes.com","www.facebook.com/bentshapesss","","sonicbids.com/band/BentShapes","","Boston","MA",""
"Mutual Benefit","","facebook.com/mutualbenefit","","","","Boston","MA",""
"Running in the Fog","https://soundcloud.com/runninginthefog","https://www.facebook.com/runninginthefog","","sonicbids.com/band/RunningintheFog","","San Francisco","CA",""
"East Of The Wall","eastofthewall.com","facebook.com/eastofthewall","youtube.com/eastofthewall","sonicbids.com/band/EastOfTheWall","","Asbury Park","NJ",""
"Jarell Perry","","facebook.com/jarellperrymusic","youtube.com/user/jarellperrymusic","","","Los Angeles","CA",""
"Hundred Visions","","facebook.com/hundredvisions","youtube.com/watch?v=roGpWlNUD_E","","","Austin","TX",""
"Lynval Golding and Contra Coup","contracoup.com  www.thespecials.com   ","","","sonicbids.com/band/LynvalGoldingandContraCoup","","Madison","WI",""
"Foot Patrol","","www.facebook.com/footpatrol","http://www.youtube.com/footpatrolmusic","","","Austin","TX",""
"Kiev","","https://www.facebook.com/kievtheband","http://www.youtube.com/user/kiev","","","Orange","CA",""
"Equals","","www.facebook.com/equalstexas","http://www.youtube.com/user/equalstexas","","","Austin","TX",""
"Calabrese","","facebook.com/Calabrese666","youtube.com/user/HorrorRock","","","Phoenix","AZ",""
"The Revivalists","","https://www.facebook.com/revivalistsnola","http://www.youtube.com/user/therevivalists?feature=watch","","","New Orleans","LA",""
"Barcelona","","facebook.com/Barcelona","youtube.com/watch?v=u7deClndzQw","","","Seattle","WA",""
"Heathers","","www.facebook.com/heathersmusic","www.youtube.com/heathers","","","Dublin","","IRELAND"
"Holly Conlan","answerproductions.com/thesirens/","https://www.facebook.com/pages/Holly-Conlan/145831452125213","http://www.youtube.com/user/HollyConlan","sonicbids.com/band/HollyConlanMusic","","Los Angeles","CA",""
"Grace Weber","www.graceweber.com","www.facebook.com/gracewebermusic","www.youtube.com/gracewebermusic","sonicbids.com/band/graceweber","","New York","NY",""
"The Dollyrots","dollyrots.com","www.facebook.com/thedollyrots","www.youtube.com/dollyrotted","sonicbids.com/band/TheDollyrots","","Los Angeles","CA",""
"White Mystery","www.whitemysteryband.com","www.facebook.com/whitemysteryband","www.youtube.com/user/whitemysteryband","sonicbids.com/band/WhiteMystery","","Chicago","IL",""
"Save Your Breath","saveyourbreath.net","facebook.com/saveyourbreath","youtube.com/saveyourbreathtv","sonicbids.com/band/SaveYourBreath","","Newport","","UK-WALES"
"Marcus Brown","marcusbrown.me","facebook.com/themarcusbrown","","sonicbids.com/band/MarcusBrown2","","Austin","TX",""
"The Mary Onettes","","www.facebook.com/themaryonettes","","","","Jönköping","","SWEDEN"
"The Rich Hands","soundcloud.com/the-rich-hands","facebook.com/pages/The-Rich-Hands/182696965087129","","sonicbids.com/band/TheRichHands","","San Antonio","TX",""
"Iration","irationmusic.com","www.facebook.com/iration","www.youtube.com/irationlive","sonicbids.com/band/IrationOfficial","","Santa Barbara","CA",""
"Crooks","","facebook.com/crookscountry","youtube.com/crookscountry","","","Austin","TX",""
"Spanish Gold","","facebook.com/SpanishGoldMusic","","","","Laredo","TX",""
"Folk Family Revival","folkfamilyrevival.com","facebook.com/folkfamilyrevival","youtube.com/thefolkfamilyrevival","sonicbids.com/band/FolkFamilyRevival","","Magnolia","TX",""
"Mikaela Davis","www.mikaeladavis.com","www.facebook.com/mikaeladavismusic","www.youtube.com/mikaeladavismusic","sonicbids.com/band/MikaelaDavis","","Rochester","NY",""
"Matt the Electrician","matttheelectrician.com","www.facebook.com/pages/Matt-The-Electrician/99824705758","","sonicbids.com/band/matttheelectrician","","Austin","TX",""
"Ben Dukes","bendukes.com","facebook.com/bendukesmusic","youtube.com/bendukes","sonicbids.com/band/BenDukes","","North Hollywood","CA",""
"Jade Simmons","jademedia.org","facebook.com/jademedia","youtube.com/newmuseic","sonicbids.com/band/JadeSimmons","","Humble","TX",""
"California Wives","soundcloud.com/california-wives","https://www.facebook.com/CaliforniaWives","youtube.com/user/CaliforniaWivesVEVO?feature=watch","sonicbids.com/band/CaliforniaWives","","Chicago","IL",""
"Ariel Abshire","www.arielabshire.com","www.facebook.com/pages/Ariel-Abshire/127550665079","www.youtube.com/user/ArielAbshireTV","sonicbids.com/band/ArielAbshire","","Austin","TX",""
"KIONA","languageroomband.com","www.facebook.com/languageroom","youtube.com/languageroom","sonicbids.com/band/LanguageRoom","","Austin","TX",""
"Oil Boom","www.oilboomband.com","www.facebook.com/OilBoom","www.youtube.com/channel/UCgTeWAUoqSeiHAPOVLXFURQ","sonicbids.com/band/OilBoom","","Dallas","TX",""
"Kristy Kruger","kristykruger.com","facebook.com/kristy.kruger.3","youtube.com/channel/UCssCedEiipvjv_WJlwcy0oQ","sonicbids.com/band/KristyKruger2","","Denton","TX",""
"Farewell Fighter","www.farewellfighter.net","http://www.facebook.com/farewellfighter","http://www.youtube.com/farewellfightermusic","sonicbids.com/band/FarewellFighter","","Nashville","TN",""
"Ice Eater","www.redbullsoundselect.com/artists/iceeater","https://www.facebook.com/iceeaterband","http://www.youtube.com/channel/UCijGtZ5Bg0s0F-zlc-DN6wA","sonicbids.com/band/IceEater","","Fort Worth","TX",""
"Lost in the Trees","","facebook.com/lostinthetrees","youtube.com/artist/lost-in-the-trees","","","Chapel Hill","NC",""
"SomeKindaWonderful","","facebook.com/SomeKindaWonderfulBand/info","youtube.com/skwonderful","","","Cleveland","OH",""
"Pompeii","","facebook.com/pompeiimusic","youtube.com/user/pompeiimusic","","","Austin","TX",""
"Night Terrors of 1927","","facebook.com/nightterrorsof1927","","","","Los Angeles","CA",""
"Son of Stan","","facebook.com/sonofstanmusic","youtube.com/user/JordanIsTheSonOfStan","","","Los Angeles","CA",""
"Jillette Johnson","","facebook.com/jillettejohnson","youtube.com/user/JilletteJohnsonVEVO","","","New York","NY",""
"Echosmith","","facebook.com/echosmith","http://www.youtube.com/echosmith","","","Los Angeles","CA",""
"Sharon Needles","","","","","","Pittsburgh","PA",""
"Guantamano Baywatch","","facebook.com/guantanamobaywatch","youtube.com/watch?v=6QUbpAhe7s0","","","Portland","OR",""
"Wrekmeister Harmonies","","facebook.com/wrekmeister.harmonies?fref=pb&hc_location=profile_browser","youtube.com/watch?v=5Iky6f1HIRE","","","Chicago","IL",""
"New Bums","","facebook.com/dragcityrecords","youtube.com/watch?v=p-9pbBQDLJo","","","San Francisco","CA",""
"B L A C K I E","","facebook.com/blackieallcapswithspaces","","","","Houston","TX",""
"Tyvek","","facebook.com/pages/Tyvek/147665385291158","youtube.com/watch?v=qgWZcqAecTg","","","Detroit","MI",""
"Sean Nicholas Savage","","facebook.com/pages/Sean-Nicholas-Savage/193104860732288","youtube.com/watch?v=n2sXgp2T4M4","","","Montreal","QC","CANADA"
"Moon Taxi","","facebook.com/ridethemoontaxi?ref=br_tf","youtube.com/user/MoonTaxiMusic","","","Nashville","TN",""
"Young The Giant","","facebook.com/youngthegiant","youtube.com/user/YoungtheGiant","","","Irvine","CA",""
"Zorch","","facebook.com/zzoorrcchh","youtube.com/zzoorrcchh","","","Austin","TX",""
"Louise Gold & the Quarz Orchestra","","facebook.com/GoldQuarz","www.youtube.com/user/goldquarzify","","","Berlin","","GERMANY"
"Teeth Of The Sea","","https://www.facebook.com/pages/Teeth-Of-The-Sea/115594505139423","http://www.youtube.com/watch?v=SJCdQSXqKwA","","","London","","UK-ENGLAND"
"Black Atlass","","facebook.com/blackatlass","youtube.com/user/BLACKATLASS","","","Montreal","QC","CANADA"
"The Bear","","facebook.com/pages/TheBear/321183356333","youtube.com/watch?v=LpAaLexzhnA","","","Muscle Shoals","AL",""
"GRAND ANALOG","www.grandanalog.com","www.facebook.com/grandanalog","www.youtube.com/watch?v=x0HJU3N1EPQ","sonicbids.com/band/GRANDANALOG2","","Toronto","ON","CANADA"
"Res","","facebook.com/the1res","youtube.com/the1res","","","Philadelphia","PA",""
"Dubb Sicks","reverbnation.com/dubbsicks","www.facebook.com/dubbsicksmusic","www.youtube.com/texasbattleleague","sonicbids.com/band/DubbSicks","","Austin","TX",""
"Melt Yourself Down","","facebook.com/MeltYourselfDown","youtube.com/user/meltyourselfdown","","","London","","UK-ENGLAND"
"Steelism","","facebook.com/steelismmusic","","","","Nashville","TN",""
"Misun","","facebook.com/misunband","","","","Washington","DC",""
"Leftover Cuties","","facebook.com/leftovercuties","youtube.com/leftovercuties","","","Venice","CA",""
"The Lonesome Heroes","","facebook.com/lonesomeheroes","youtube.com/watch?v=pVI4a1t77j4","","","Austin","TX",""
"PigPen Theatre Co.","","facebook.com/PigPenTheatreCo","youtube.com/user/PigPenTheatreCo","","","Pittsburgh","PA",""
"Haley Bonar","","facebook.com/HaleyBonarMusic","","","","St Paul","MN",""
"Leopold and His Fiction","","facebook.com/LEOPOLDANDHISFICTIONBANDPAGE","youtube.com/watch?v=akTTfAGSJwI","","","Austin","TX",""
"Scorpion Child","","facebook.com/scorpionchild","youtube.com/channel/UC9qYq-11k2q0txBnHpQtXaA","","","Austin","TX",""
"Fly Golden Eagle","","facebook.com/FlyGoldenEagle","youtube.com/watch?v=q9wZ8r2ZbpI","","","Nashville","TN",""
"Falcons","","","","","","Los Angeles","CA",""
"Simian Ghost","simianghost.com","facebook.com/simianghost","youtube.com/watch?v=vswTI2h1M9E","sonicbids.com/band/SimianGhost","","Stockholm","","SWEDEN"
"Leif Vollebekk","","facebook.com/leifvollebekk","","","","Ottawa","AB","CANADA"
"Jay Park","","https://www.facebook.com/jaypaom","http://www.youtube.com/jaybumaom0425","","","Seoul","","SOUTH KOREA"
"Dirty Vegas","","https://www.facebook.com/dirtyvegasmusic","http://www.youtube.com/user/DirtyVegasVEVO","","","London","","UK-ENGLAND"
"Emily Kinney","emilykinneymusic.com","facebook.com/emilykinneymusic","youtube.com/emilykinneymusic","sonicbids.com/band/EmilyKinney","","Santa Monica","CA",""
"Low Cut Connie","lowcutconnie.com","facebook.com/lowcutconnie","www.youtube.com/user/LowCutConnie","sonicbids.com/band/lowcutconnie","","Philadelphia","PA",""
"Lime Cordiale","","https://www.facebook.com/limecordiale","http://www.youtube.com/user/LimeCordiale","","","Sydney","NSW","AUSTRALIA"
"Inner Oceans","","facebook.com/Inneroceans","","","","Denver","CO",""
"StaG","","facebook.com/stagtheband","youtube.com/user/heyitsstag/","","","Los Angeles","CA",""
"Akka","","https://www.facebook.com/rwinarecords","http://www.youtube.com/watch?v=WbW8nGq6n6Q","","","Amsterdam","","THE NETHERLANDS"
"Krampfhaft","","https://www.facebook.com/Krampfhaft","http://www.youtube.com/watch?v=Cybhig6QRfY","","","Utrecht","","THE NETHERLANDS"
"Hunee","","facebook.com/hunchmusic","","","","Los Angeles","CA",""
"Those Darlins","","facebook.com/thosedarlins","","","","Nashville","TN",""
"Spandau Ballet","","facebook.com/spandauballet","","","","London","","UK-ENGLAND"
"Gnaw","","facebook.com/Gnawtheband","youtube.com/watch?v=z-nQBi6KzvY","","","New York","NY",""
"The Cactus Blossoms","","facebook.com/cactusblossoms","","","","Minneapolis","MN",""
"Regra 4","regra4.com.br","facebook.com/Regra4","youtube.com/watch?v=w3DGTEMNea8","sonicbids.com/band/Regra4","","Curitiba","","BRAZIL"
"Humboldt","","facebook.com/HumboldtBanda","youtube.com/channel/UCg6ADGHgClk2sikqfzMkajg?feature=watch","","","Valparaíso","","CHILE"
"Dënver","","https://www.facebook.com/duodenver","http://www.youtube.com/denverlabanda","","","San Felipe","","CHILE"
"The Ocean","","https://www.facebook.com/theoceancollective‎","http://www.youtube.com/user/theoceancollective","","","Berlin","","GERMANY"
"Baby Bee","","www.facebook.com/BabyBee","www.youtube.com/user/babybeemusic","","","Houma","LA",""
"Humming House","","https://www.facebook.com/humminghousemusic","http://www.youtube.com/user/HummingHouseTV?feature=watch","","","Nashville","TN",""
"von Grey","","facebook.com/vongreymusic","youtube.com/vongreymusic","","","Atlanta","GA",""
"Ruby Jane","","facebook.com/rubyjaneshow","youtube.com/tigerlovesmith","","","Austin","TX",""
"Bearcubbin'!","","facebook.com/Bearcubbintheband","youtube.com/user/Bearcubbintheband","","","Portland","OR",""
"Louise Goffin","","facebook.com/louisegoffinmusic","","","","Los Angeles","CA",""
"Plastic Visions","","facebook.com/plasticvisionsmusic","youtube.com/watch?v=l-Qx4AW7kXY","","","Nashville","TN",""
"The Silent Comedy","","facebook.com/SilentComedyMusic","youtube.com/thesilentcomedy","","","San Diego","CA",""
"Octagrape","","facebook.com/pages/Octagrape/283446991697592","youtube.com/watch?v=UNPSOneIuWI","","","San Diego","CA",""
"Rare Monk","raremonk.com","www.facebook.com/raremonk","www.youtube.com/raremonk","sonicbids.com/band/RareMonk","","Portland","OR",""
"Phil Beaudreau w/Dawaun Parker","","https://www.facebook.com/philbeaudreausound","","","","Los Angeles","CA",""
"Cherry Glazerr","","facebook.com/CherryGlazerr","youtube.com/watch?v=QG_wFckxUN0","","","Los Angeles","CA",""
"The Garden","","facebook.com/TheGardenVadaVada","youtube.com/user/MsFletcher13","","","Orange","CA",""
"Habibi","","facebook.com/habibi.band","youtube.com/watch?v=bqckkpXtSZQ","","","New York","NY",""
"Tweens","","facebook.com/tweencity","","","","Cincinnati","OH",""
"Fletcher C Johnson","","facebook.com/fletchercjohnsonband","","","","Brooklyn","NY",""
"Yamantaka//Sonic Titan","","https://www.facebook.com/ytstlabs","","","","Montreal","QC","CANADA"
"Big Ups","","https://www.facebook.com/wearebigups","","","","Brooklyn","NY",""
"Odonis Odonis","","www.facebook.com/odonisodonis","","","","Toronto","AB","CANADA"
"Russian Red","","facebook.com/russianredofficial?fref=ts","youtube.com/user/RussianRedVEVO?feature=watch","","","Madrid","","SPAIN"
"Bobby Rush with Blinddog Smokin'","","www.facebook.com/blinddogsmokin","","","","Jackson","MS",""
"Neighbours","","https://www.facebook.com/neighbourspgh","http://www.youtube.com/user/NeighboursMusic","","","Pittsburgh","PA",""
"Bipolaroid","","facebook.com/bipolaroidmusic","","","","New Orleans","LA",""
"GF SOLDIER","","facebook.com/gfsoldier","","","","NEW ORLEANS","LA",""
"Worldwide","","","","","","San Antonio","TX",""
"The Mud Howlers","","www.facebook.com/themudhowlers","www.youtube.com/themudhowlers","","","Mexico City","","MEXICO"
"Misterwives","","https://www.facebook.com/MisterWives","","","","New York","NY",""
"F.R.E.E. - FOREVER RADICAL EDIFYING & EXALTING","","facebook.com/4EVERFREEMUSIC","youtube.com/user/2BFREE03","","","San Antonio","TX",""
"Tom Maxwell and The Minor Drag","","","","","","Carrboro","NC",""
"Kool and Together","youtube.com","facebook.com/koolandtogether","youtu.be/GYNr0KdZCBs","sonicbids.com/band/KoolandTogether","","Victoria","TX",""
"together PANGEA","","facebook.com/togetherpangea","","","","Los Angeles","CA",""
"Hundred Waters","","https://www.facebook.com/100waters","http://www.youtube.com/hundredwatersband","","","Gainesville","FL",""
"Ryley Walker","","https://www.facebook.com/bad.timing","","","","Chicago","IL",""
"Coma in Algiers","","https://www.facebook.com/comainalgiers","http://www.youtube.com/user/ComaInAlgiers","","","Austin","TX",""
"Butter The Children","butterthechildren.com","facebook.com/ButterTheChildren?ref=br_tf","youtube.com/watch?v=xnFScAX-Jnc","sonicbids.com/band/ButterTheChildren","","New York","NY",""
"Lily & The Parlour Tricks","lilyandtheparlourtricks.com","facebook.com/lilyandtheparlourtricks","youtube.com/LilyandthePTricks","sonicbids.com/band/LilyTheParlourTricks","","New York","NY",""
"Goodnight, Texas","","www.facebook.com/goodnighttexas","http://www.youtube.com/goodnighttexasmusic","","","San Francisco","CA",""
"Cian Nugent","","https://www.facebook.com/ciancnugent","","","","Dublin","","IRELAND"
"Dead Leaf Echo","","facebook.com/deadleafecho","youtube.com/onewithwave","","","New York","NY",""
"BOOM!","","https://www.facebook.com/pages/Boom-Portland-Or/189969027684846","http://www.youtube.com/watch?v=tC-4lOoqAmA","","","Portland","OR",""
"The Wood Brothers","","facebook.com/thewoodbrothers","youtube.com/thewoodbros","","","Nashville","TN",""
"Ava Luna","","facebook.com/avaluna?ref=hl","youtube.com/user/avalunaband?feature=watch","","","Brooklyn","NY",""
"Gringo Star","","","","","","Atlanta","GA",""
"Roadkill Ghost Choir","","","","","","DeLand","FL",""
"Lily Kershaw","","facebook.com/lilykershawmusic","","","","Los Angeles","CA",""
"Touche Amore","","www.facebook.com/toucheamore","","","","Los Angeles","CA",""
"The Echo Friendly","","https://www.facebook.com/theechofriendly","http://www.youtube.com/user/TheEchoFriendly","","","Brooklyn","NY",""
"The Mowgli's","","facebook.com/themowglis","","","","Los Angeles","CA",""
"Caught A Ghost","","facebook.com/caughtaghost","youtube.com/caughtaghost","","","Los Angeles","CA",""
"Marijuana Deathsquads","","facebook.com/mrjna.dthsqds","youtube.com/results?search_query=marijuana+deathsquads","","","Minneapolis","MN",""
"The Cloak Ox","","facebook.com/thecloakox","youtube.com/results?search_query=The+Cloak+Ox","","","Minneapolis","MN",""
"Taluna","taluna.it","facebook.com/pages/TALUNA/211599878157?fref=ts","youtube.com/watch?v=CHtm_eC7YPQ","sonicbids.com/band/TALUNA2","","Pescara","","ITALY"
"Missions","","facebook.com/missionsinspace","youtube.com/channel/UCv5S_aKduKRCRW5FeQi4pAw","","","Austin","TX",""
"La Pulpafonic","soundcloud.com/lapulpafonic","facebook.com/lapulpafonic","youtube.com/lapulpafonic","sonicbids.com/band/LaPulpafonic","","Bogotá","","COLOMBIA"
"ALUVION","mimusica.shock.com.co/users/aluvion","facebook.com/aluvion","","sonicbids.com/band/ALUVION","","Bogota","","COLOMBIA"
"THE WANTON BISHOPS","","facebook.com/thewantonbishops","youtube.com/TheWantonBishopsTV","","","BEIRUT","","LEBANON"
"Ivan David","ivandavid.co","facebook.com/ivandavidvillazon","youtube.com/user/IvanDavidVillazon/videos","sonicbids.com/band/IvanDavid","","Bogota","","COLOMBIA"
"MAGIC!","","facebook.com/ournameismagic","youtube.com/ournameismagicVEVO","","","Toronto","ON","CANADA"
"Arbol de Ojos","arboldeojos.com","facebook.com/arboldeojos","youtube.com/arboldeojosmusic","sonicbids.com/band/ArboldeOjos2","","Bogota","","COLOMBIA"
"Oh'laville","ohlaville.com","facebook.com/ohlaville","youtube.com/ohlaville","sonicbids.com/band/Ohlaville","","Bogotá","","COLOMBIA"
"Forest Swords","","facebook.com/forestswords","youtube.com/user/redfliess","","","Liverpool","","UK-ENGLAND"
"Rebecca & Fiona","","facebook.com/rebeccafiona","","","","Stockholm","","SWEDEN"
"Green Lantern","","facebook.com/DJGreenLantern","","","","Rochester","NY",""
"AFRIKAN BOY","","facebook.com/afrikanboy","youtube.com/officialafrikanboy","","","London","","UK-ENGLAND"
"Bruce Robison / Kelly Willis","","facebook.com/pages/Bruce-Robison/24305451327","soundcloud.com/bruce-and-kelly","","","Austin","TX",""
"Guy Forsyth","","facebook.com/guyforsythband","youtube.com/channel/HC_yemCD8mTwU","","","Austin","TX",""
"Michael Martin Murphey","","facebook.com/MichaelMartinMurphey?ref=br_tf","youtube.com/user/MichaelMartinMurphey","","","Amarillo","TX",""
"Marshall Ford Swing Band","","facebook.com/pages/Marshall-Ford-Swing-BaND/298955712314","youtube.com/user/nfamfsb","","","Austin","TX",""
"The Warren Hood Band","","facebook.com/warrenhoodfanpage","youtube.com/nfawarrenhood","","","Austin","TX",""
"Lost and Nameless Orchestra","","facebook.com/lostandnamelessorchestra","youtube.com/lostandnamelessorch","","","Austin","TX",""
"Dog Trumpet","dogtrumpet.net","facebook.com/www.dogtrumpet.net","youtube.com/DOGTRUMPETINOZ","sonicbids.com/band/DogTrumpet","","Sydney","","AUSTRALIA"
"Alexander von Mehren","vonmehren.com","facebook.com/avmehren","youtube.com/avmehren","sonicbids.com/band/AlexandervonMehren","","Bergen","","NORWAY"
"Future Monarchs","","facebook.com/FutureMonarchs","youtube.com/futuremonarchs","","","Chicago","IL",""
"Thief","","facebook.com/thiefmusic","youtube.com/thiefmusictv","","","Sydney","NSW","AUSTRALIA"
